#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
282.0,7325,20674.05348
275.0,4939,20677.416929
358.0,5129,20680.936526
91.0,6280,20684.448329
13.0,1847,20685.717149
88.0,5002,20689.178407
318.0,9086,20695.391121
343.0,6088,20699.598733
243.0,4343,20702.59851
259.0,4631,20705.834829
221.0,7710,20711.076955
74.0,5379,20714.789235
172.0,7834,20719.23869
88.0,4751,20722.555533
257.0,6427,20727.034359
186.0,5933,20731.043166
278.0,7283,20736.061655
221.0,4313,20739.028129
180.0,6688,20758.781749
105.0,6216,20762.981294
85.0,5419,20767.041048
229.0,4795,20770.273566
299.0,6463,20773.897599
257.0,6401,20777.139481
275.0,7619,20781.1312
231.0,6052,20784.107966
270.0,8115,20788.26687
277.0,7498,20792.048574
294.0,5659,20794.726002
295.0,7169,20798.133474
249.0,5772,20800.914254
339.0,6953,20804.194847
316.0,4983,20806.487031
163.0,6833,20830.165885
130.0,6653,20834.829683
355.0,5343,20838.104861
253.0,7798,20842.266823
312.0,6053,20846.299431
332.0,6027,20850.400084
381.0,6855,20855.216666
313.0,5496,20858.677061
229.0,5607,20862.199219
279.0,5772,20866.252722
275.0,6641,20870.851249
45.0,4095,20873.408705
53.0,4101,20875.043212
144.0,7465,20879.996392
332.0,6305,20883.112276
255.0,5691,20885.772904
344.0,7755,20889.447612
236.0,8555,20903.698437
170.0,5244,20905.251646
242.0,7926,20909.027124
241.0,5082,20912.005873
262.0,8045,20916.149103
324.0,6211,20920.146572
163.0,6483,20924.47874
307.0,7466,20929.166487
296.0,7008,20933.789848
264.0,7196,20937.790359
365.0,7524,20942.484231
343.0,7243,20947.12518
316.0,6495,20951.79754
284.0,7451,20956.479812
247.0,7377,20973.576192
330.0,5796,20977.594469
203.0,7149,20982.42346
79.0,5480,20985.836102
112.0,6523,20989.989267
126.0,6620,20994.62145
214.0,5327,20998.255811
301.0,6211,21001.553339
91.0,5928,21005.60423
326.0,5720,21009.234786
295.0,6807,21013.817314
58.0,3605,21016.348968
165.0,7267,21021.314779
382.0,8754,21026.886739
273.0,4618,21030.145105
245.0,6930,21034.14244
330.0,8319,21054.37881
44.0,2987,21056.322815
268.0,5227,21060.040373
268.0,7328,21064.193144
64.0,5385,21067.591686
218.0,5092,21070.939583
226.0,8083,21076.683877
294.0,8056,21081.896599
311.0,8305,21087.211242
234.0,6103,21091.356739
200.0,6048,21094.675388
375.0,7421,21099.297681
276.0,6170,21103.276057
269.0,6554,21107.56809
313.0,5849,21111.276373
21.0,3317,21113.431471
294.0,5901,21117.473511
22.0,3263,21133.576305
171.0,6234,21137.757881
103.0,3976,21140.367887
52.0,4641,21143.801558
294.0,6238,21148.222326
294.0,6927,21152.61658
371.0,6869,21156.986791
62.0,4355,21159.050917
341.0,7498,21164.21083
59.0,4881,21167.302538
199.0,6231,21171.271309
310.0,6271,21175.538025
145.0,5974,21179.65722
286.0,7090,21184.054527
76.0,5453,21187.498943
95.0,5604,21190.443924
254.0,5912,21194.446006
223.0,6088,21210.562515
38.0,2890,21212.364323
349.0,7220,21217.022601
103.0,5158,21220.556043
238.0,5978,21223.596069
236.0,6982,21227.918871
126.0,5127,21231.242487
262.0,5299,21234.886466
251.0,6404,21239.091404
282.0,4699,21242.030783
318.0,5308,21245.396882
277.0,6980,21250.191123
280.0,3344,21251.444724
202.0,6876,21255.715759
222.0,5725,21259.361744
178.0,6298,21263.679937
331.0,7712,21268.916225
188.0,6338,21272.859624
247.0,5294,21288.727664
210.0,5520,21292.60743
365.0,9038,21298.572045
309.0,7773,21303.607723
252.0,6326,21307.991564
212.0,6607,21312.426035
323.0,7047,21315.920367
323.0,6756,21320.542863
210.0,6496,21325.077835
347.0,5524,21328.45666
266.0,4945,21331.525903
163.0,6952,21336.409982
350.0,7843,21341.68466
355.0,9139,21346.443287
320.0,6608,21350.965198
326.0,7302,21369.891825
324.0,5071,21373.429646
254.0,6696,21377.969336
331.0,6937,21381.350882
374.0,7944,21386.690432
136.0,7204,21391.67615
286.0,6502,21395.787372
255.0,5141,21398.970103
321.0,6343,21403.358885
120.0,5492,21407.194497
112.0,5723,21409.810956
268.0,5709,21413.389958
302.0,6214,21417.795856
259.0,7638,21422.861457
284.0,7897,21428.232716
72.0,4939,21447.593758
129.0,5637,21451.473446
322.0,7000,21455.131071
307.0,6172,21458.084083
287.0,7855,21461.801449
250.0,6102,21464.70959
80.0,6499,21467.79881
183.0,6394,21470.845799
75.0,6825,21473.197273
93.0,4666,21475.391007
18.0,2034,21476.337549
263.0,7142,21479.745963
252.0,3988,21481.657
48.0,4037,21483.582234
220.0,5787,21486.360506
255.0,7211,21489.85511
274.0,5692,21492.581863
263.0,6165,21495.54
283.0,5855,21505.750956
295.0,7363,21509.272697
357.0,6960,21512.564391
275.0,6507,21515.657084
243.0,6231,21518.670835
110.0,6188,21521.82444
71.0,5213,21524.508607
425.0,7798,21528.451327
244.0,7325,21532.056207
292.0,7005,21535.979848
172.0,7018,21540.758756
366.0,5663,21544.523757
258.0,7639,21549.725668
188.0,5604,21553.66938
271.0,5919,21557.681686
348.0,8079,21576.043525
209.0,5299,21579.65301
316.0,4679,21582.782038
316.0,5574,21586.459783
261.0,4836,21589.813913
75.0,4955,21593.242156
291.0,7963,21598.72148
262.0,5990,21601.968569
208.0,5410,21605.821388
65.0,5308,21609.557553
14.0,2509,21611.450283
191.0,7788,21616.407052
88.0,4667,21618.636763
242.0,5457,21621.235947
358.0,7075,21624.994599
237.0,5070,21627.510268
214.0,6536,21630.731993
314.0,5437,21632.981383
252.0,5515,21648.560541
206.0,6860,21652.979556
351.0,6312,21657.651937
221.0,6555,21661.985851
241.0,6409,21665.118145
234.0,7733,21670.622906
245.0,7366,21675.636104
212.0,6780,21680.606303
259.0,6667,21685.4094
315.0,7114,21690.550776
275.0,5195,21694.300816
270.0,8002,21699.111163
227.0,5645,21703.228737
317.0,7125,21708.480149
205.0,4865,21711.957866
299.0,7429,21730.225227
320.0,7446,21735.561899
287.0,5741,21739.599594
366.0,7379,21744.888362
353.0,6680,21749.577532
345.0,5848,21753.392044
309.0,5556,21756.066131
301.0,7590,21758.89707
349.0,7160,21762.326046
241.0,7245,21765.825936
286.0,6244,21768.806143
93.0,5124,21771.25801
271.0,7398,21774.790673
355.0,7297,21778.235627
323.0,5940,21781.160161
317.0,7014,21795.87659
372.0,8886,21801.196255
332.0,8288,21806.760309
116.0,5447,21810.052637
278.0,6750,21813.596271
279.0,7897,21817.573647
128.0,6546,21820.026207
214.0,7129,21823.84101
310.0,6517,21828.390153
114.0,5864,21832.579155
347.0,6153,21836.899078
352.0,7134,21841.262161
173.0,5917,21844.325891
52.0,3987,21846.400587
344.0,8844,21850.940306
370.0,7606,21868.577757
197.0,3803,21871.247875
307.0,7572,21876.467536
298.0,7288,21881.63977
238.0,5591,21884.795969
177.0,6776,21889.58013
293.0,8441,21895.529911
140.0,7203,21900.645831
327.0,6332,21904.936383
332.0,6264,21909.332887
141.0,6182,21913.54195
262.0,5989,21916.65591
281.0,6858,21921.434396
324.0,5610,21925.318373
264.0,6071,21929.650238
241.0,6902,21934.357019
220.0,7886,21950.371474
227.0,5893,21954.419399
156.0,5441,21958.099687
214.0,7061,21962.928684
156.0,5600,21966.788131
139.0,6392,21971.281614
336.0,6619,21975.875993
246.0,5842,21979.216564
21.0,3217,21981.358084
395.0,6208,21985.341266
246.0,5553,21989.131212
347.0,6335,21993.305916
276.0,5868,21996.941788
123.0,6608,22001.251742
216.0,6726,22005.975547
174.0,6762,22009.460394
186.0,7481,22027.320964
321.0,6268,22031.190582
320.0,8313,22036.595594
148.0,6426,22041.161223
336.0,8051,22045.313304
254.0,9497,22051.518966
236.0,5802,22055.541781
39.0,3250,22057.611514
28.0,3023,22059.518585
209.0,4802,22062.483359
224.0,5898,22066.447748
305.0,6376,22070.886045
253.0,7674,22075.186042
227.0,5355,22078.867532
67.0,5124,22082.243845
187.0,7005,22086.577724
184.0,6077,22101.971872
235.0,4708,22104.081341
163.0,5324,22107.742799
186.0,6645,22112.314589
271.0,5459,22115.720211
227.0,6188,22119.758814
217.0,6520,22124.229593
320.0,7779,22129.229583
126.0,5974,22132.950685
342.0,6648,22136.604958
313.0,7516,22141.873889
350.0,7556,22146.981063
368.0,9638,22153.232708
164.0,6163,22157.102454
274.0,6511,22161.60078
262.0,6124,22165.859139
87.0,5459,22183.268581
72.0,5444,22186.559399
264.0,7989,22192.056695
314.0,5713,22195.864677
151.0,5344,22199.143809
337.0,4854,22201.189127
306.0,4981,22204.681619
222.0,7458,22209.957725
256.0,7147,22214.452509
241.0,6723,22218.787438
117.0,4879,22222.135649
122.0,6341,22226.353282
317.0,8293,22230.616759
370.0,6081,22234.807512
103.0,6026,22239.030253
272.0,6886,22243.326556
213.0,4961,22260.758009
144.0,3728,22262.154186
248.0,4198,22264.787597
244.0,6342,22269.171087
287.0,7390,22274.150858
246.0,6435,22278.18172
273.0,6225,22282.328661
27.0,3584,22284.801281
267.0,6766,22289.299879
84.0,4760,22292.317386
262.0,7795,22296.65329
341.0,7071,22301.625832
377.0,7203,22306.109467
282.0,6670,22310.463878
235.0,3219,22312.690406
151.0,6143,22317.021391
282.0,5598,22320.458105
207.0,6664,22324.69232
267.0,6046,22341.460233
259.0,6321,22345.655472
237.0,8116,22351.072202
291.0,5803,22355.163383
328.0,7116,22358.849218
268.0,8407,22364.368089
308.0,7261,22369.690202
136.0,6500,22373.897182
345.0,7059,22378.503874
234.0,6061,22382.612391
33.0,4217,22385.553943
178.0,6282,22388.697458
287.0,6941,22393.259432
257.0,5717,22397.199447
326.0,6363,22401.529458
308.0,6577,22419.435771
340.0,4916,22421.555686
305.0,4855,22424.988411
354.0,8028,22430.628071
169.0,5119,22433.819673
264.0,6651,22438.102449
324.0,5337,22441.864683
84.0,6061,22446.052456
189.0,6876,22450.426497
188.0,7243,22454.435601
117.0,6119,22458.81186
305.0,6327,22462.877395
77.0,5234,22466.249569
50.0,4796,22469.581873
60.0,4654,22472.81572
262.0,5323,22476.36762
134.0,5854,22480.07154
108.0,4335,22494.778937
160.0,6226,22499.056229
77.0,4868,22502.585032
79.0,5065,22505.859645
126.0,5604,22509.420267
85.0,5734,22513.256887
227.0,7711,22517.738113
404.0,7265,22522.276211
281.0,7251,22526.232893
86.0,5194,22528.643764
282.0,7170,22532.032511
342.0,6043,22534.866024
211.0,7280,22538.28167
43.0,4522,22540.390587
264.0,5388,22542.94483
281.0,6336,22545.931079
193.0,6761,22548.203405
175.0,6932,22562.346101
136.0,5565,22566.217448
388.0,11027,22572.394256
319.0,8667,22576.904885
262.0,5227,22578.546321
247.0,8399,22582.581341
27.0,3716,22584.477694
340.0,8894,22590.201674
340.0,7474,22595.408049
347.0,7329,22599.939646
176.0,6411,22603.009592
245.0,6836,22606.292038
267.0,4095,22608.206856
133.0,6359,22610.35093
59.0,4405,22612.630714
122.0,5902,22628.738748
263.0,5731,22632.581329
242.0,5385,22636.384804
391.0,9330,22641.651167
267.0,5799,22645.303781
219.0,6536,22649.811067
58.0,4212,22652.791286
82.0,5669,22656.41143
297.0,7147,22660.906186
280.0,5598,22664.821167
36.0,4249,22667.903685
68.0,3942,22670.395268
279.0,6976,22673.754511
238.0,7852,22679.171239
227.0,7786,22684.394593
264.0,7107,22688.876316
171.0,5717,22706.897213
40.0,4367,22710.060939
324.0,6827,22714.604068
187.0,5335,22717.93951
294.0,7158,22722.820538
306.0,8366,22728.3735
180.0,4901,22731.424814
38.0,2832,22733.194005
99.0,5435,22735.996434
225.0,6330,22740.483216
330.0,7032,22744.91887
253.0,6367,22749.013844
91.0,4399,22752.085645
265.0,6237,22756.398892
390.0,9344,22762.156444
90.0,4462,22765.068864
318.0,7157,22769.091704
314.0,6979,22787.621359
326.0,6284,22791.499986
337.0,6104,22795.671163
309.0,8211,22800.343702
352.0,7852,22805.260648
268.0,4901,22808.264222
352.0,6639,22812.418115
166.0,5087,22815.934695
120.0,5735,22819.987078
224.0,7071,22824.480036
209.0,6259,22828.41503
294.0,5600,22831.419973
211.0,7750,22836.745067
33.0,3628,22839.015701
252.0,6281,22843.068478
67.0,4482,22846.224947
108.0,5665,22862.437107
313.0,8848,22867.483224
342.0,6459,22871.660457
183.0,6631,22876.377763
300.0,5716,22880.417238
347.0,6692,22884.555934
42.0,5173,22887.846347
354.0,8228,22893.580518
325.0,6839,22896.955818
105.0,5980,22900.677828
215.0,7029,22905.555362
138.0,4471,22908.672004
186.0,6864,22912.968041
314.0,6555,22917.156399
321.0,7220,22922.29822
224.0,7980,22926.46206
198.0,6813,22946.724803
107.0,6149,22951.158913
273.0,5356,22954.640191
294.0,7608,22958.458497
345.0,4593,22961.661319
261.0,5181,22965.266738
47.0,5238,22968.792308
220.0,6798,22973.046314
268.0,5608,22976.838237
171.0,7827,22982.365913
322.0,7320,22986.95277
55.0,5001,22989.300251
320.0,6214,22993.678442
187.0,7540,22998.702759
263.0,5575,23002.229358
344.0,5067,23005.580733
200.0,5247,23019.799508
143.0,6568,23024.470407
44.0,4033,23027.092908
36.0,3861,23029.489027
377.0,5331,23032.860931
113.0,6666,23037.555565
306.0,6890,23042.240594
353.0,6432,23046.320678
256.0,8154,23051.860007
243.0,6443,23055.461437
181.0,7183,23059.998255
282.0,6396,23064.045685
183.0,6132,23068.020099
283.0,6529,23072.749439
74.0,5741,23076.571248
317.0,8128,23081.649774
136.0,6279,23099.308814
242.0,7915,23104.677903
346.0,7927,23109.811411
104.0,5806,23114.106463
348.0,8064,23119.050499
189.0,7183,23124.150459
187.0,5549,23128.16205
238.0,7926,23133.141312
294.0,7611,23138.233008
260.0,7413,23143.458158
230.0,5955,23146.190436
264.0,5705,23149.779736
133.0,7064,23154.819804
276.0,6100,23158.960633
299.0,6779,23163.208716
163.0,7138,23180.901088
208.0,7334,23186.067497
237.0,3250,23188.181121
205.0,4879,23191.208349
327.0,7027,23195.631699
374.0,9535,23202.011419
247.0,7126,23207.047704
311.0,4950,23209.224955
384.0,8072,23214.465027
257.0,6580,23218.745564
75.0,5338,23222.671299
298.0,6789,23227.330294
287.0,6704,23231.534682
261.0,5499,23235.184793
291.0,6456,23239.680964
167.0,6189,23243.156522
268.0,6558,23260.359315
295.0,7320,23264.206378
187.0,5917,23267.033888
242.0,4107,23269.042736
300.0,6646,23272.225193
255.0,5266,23273.839039
184.0,6572,23276.991215
180.0,6131,23279.94596
235.0,6242,23282.964807
211.0,8111,23286.895629
337.0,7632,23290.636703
184.0,6623,23293.837431
317.0,6037,23296.869614
198.0,5952,23300.167716
261.0,6680,23303.525476
355.0,7720,23320.572424
313.0,5950,23324.745584
202.0,7834,23330.203194
268.0,7013,23335.017919
302.0,6861,23338.752004
217.0,5968,23342.941378
241.0,5586,23346.731088
41.0,4075,23349.44392
223.0,6142,23353.690004
24.0,3145,23355.844911
350.0,7137,23360.71349
248.0,5731,23364.680628
330.0,6923,23368.630049
165.0,6229,23372.99753
363.0,6643,23377.602314
347.0,6643,23382.145262
322.0,6525,23386.672244
122.0,5028,23403.316986
114.0,6284,23407.718076
281.0,6520,23412.140257
152.0,5777,23416.176065
341.0,8105,23421.733585
303.0,6331,23426.057531
263.0,6064,23430.305629
321.0,5064,23432.925624
303.0,5789,23436.948689
146.0,6464,23441.521907
293.0,5864,23445.663471
246.0,5700,23449.683274
221.0,6176,23454.034284
121.0,5509,23457.825714
293.0,7202,23462.006693
236.0,6215,23466.325694
254.0,7264,23486.861589
320.0,7499,23492.080722
85.0,4193,23494.082246
279.0,5699,23498.052016
93.0,5136,23501.721619
274.0,6185,23506.010896
284.0,6110,23510.262194
214.0,6388,23514.795878
307.0,5185,23518.44769
170.0,6668,23523.164047
247.0,5679,23526.20557
342.0,8171,23531.830093
248.0,6360,23536.186743
121.0,4355,23539.217687
43.0,4984,23542.775549
332.0,7427,23548.00922
232.0,7291,23553.184128
128.0,6375,23575.01882
343.0,6326,23579.050817
49.0,4735,23581.997531
325.0,7691,23587.351579
204.0,7069,23591.112448
282.0,6529,23595.190623
154.0,5757,23599.000033
168.0,7281,23604.000767
235.0,6595,23608.177678
281.0,6837,23612.791871
303.0,6411,23617.131314
79.0,5552,23619.713065
242.0,5694,23623.309669
338.0,7519,23628.522232
232.0,5914,23632.415537
292.0,7603,23648.699846
373.0,6184,23651.69088
253.0,7170,23656.635222
86.0,5268,23660.155766
145.0,5966,23663.889315
77.0,4941,23666.96103
232.0,6655,23671.487457
105.0,5699,23675.319676
364.0,5095,23678.531124
62.0,4265,23681.248612
282.0,5890,23684.304851
110.0,5035,23687.79381
53.0,4418,23689.931846
53.0,3958,23691.774062
338.0,5375,23694.298389
367.0,7755,23697.989403
193.0,7053,23701.362326
364.0,5960,23704.17143
300.0,6180,23715.487625
108.0,6004,23718.319715
351.0,8003,23722.06407
312.0,6298,23725.070877
246.0,7654,23728.712824
276.0,5841,23731.441513
67.0,5820,23734.162439
353.0,5667,23736.954141
279.0,7200,23740.527828
133.0,6645,23743.877718
192.0,6160,23746.09135
332.0,4743,23748.558801
217.0,5662,23751.432226
121.0,5030,23754.029053
367.0,8290,23759.140247
241.0,6258,23763.460839
206.0,5763,23780.921078
226.0,7166,23785.859906
119.0,5999,23790.090593
176.0,5396,23793.4189
240.0,5788,23797.075795
120.0,6437,23801.621273
35.0,3544,23804.064675
181.0,5685,23807.772594
265.0,6087,23810.713853
352.0,5780,23814.753952
32.0,3576,23817.171201
236.0,5076,23820.597208
187.0,6859,23824.858636
246.0,6695,23829.496877
306.0,5334,23833.287932
227.0,5810,23837.12752
240.0,4952,23840.272465
102.0,5422,23842.868834
130.0,6238,23860.184044
204.0,5017,23863.64091
96.0,4740,23866.671022
194.0,4147,23869.406673
340.0,8095,23873.627332
329.0,6440,23877.974427
351.0,6765,23882.778668
209.0,6019,23886.708318
315.0,7274,23891.354696
292.0,7538,23896.721171
240.0,5631,23900.438922
194.0,6527,23903.627072
393.0,6858,23908.318137
360.0,6931,23913.247745
62.0,6027,23917.029741
156.0,6308,23921.024416
169.0,6833,23939.680149
101.0,4559,23942.732208
230.0,6773,23946.96314
255.0,6766,23951.530728
195.0,6840,23956.385635
70.0,4989,23959.578487
318.0,6402,23963.681427
173.0,6703,23967.508949
354.0,4551,23970.663114
215.0,5166,23974.040181
128.0,5318,23977.384673
283.0,7178,23982.177758
335.0,7993,23987.581321
278.0,7643,23992.442941
176.0,6232,23996.778846
363.0,5810,24000.109074
182.0,5572,24017.684585
200.0,5614,24021.191739
89.0,6424,24025.710979
388.0,6079,24029.902593
61.0,5705,24032.511214
256.0,5325,24035.850829
188.0,4068,24038.698127
92.0,4782,24042.08965
325.0,6529,24046.428201
215.0,7529,24051.123739
209.0,5491,24055.014732
71.0,5804,24059.134564
158.0,6122,24062.075658
126.0,6829,24066.421734
274.0,6549,24071.285459
348.0,6999,24076.044086
313.0,7212,24080.493103
111.0,5902,24096.656831
271.0,6515,24099.804343
339.0,4730,24102.057135
245.0,5987,24104.923914
194.0,6917,24108.230729
291.0,6167,24111.221653
260.0,7590,24114.816392
221.0,5175,24117.268851
286.0,7141,24120.709491
118.0,6001,24123.614336
352.0,7029,24126.038298
290.0,6411,24129.134823
332.0,4847,24131.436587
137.0,6379,24134.499147
228.0,5310,24137.034012
212.0,5989,24139.900091
202.0,7661,24159.21755
291.0,6096,24163.503633
129.0,5785,24167.597063
118.0,6580,24172.20923
266.0,6170,24176.450822
86.0,6192,24180.810839
378.0,6140,24185.198352
261.0,4048,24188.074905
77.0,5344,24191.845461
196.0,2761,24193.80182
320.0,4732,24197.097945
141.0,5861,24201.23122
258.0,6433,24204.445175
61.0,5702,24208.432536
278.0,7539,24213.767466
305.0,5189,24217.451563
82.0,4733,24220.774034
231.0,6406,24225.259424
260.0,6316,24250.698573
241.0,8331,24256.668255
340.0,6428,24261.224467
275.0,7900,24265.957491
338.0,7646,24271.311753
195.0,5110,24274.933308
187.0,5347,24278.693907
275.0,6484,24283.279585
282.0,7768,24288.809958
375.0,8059,24294.439974
304.0,6335,24298.001816
231.0,5804,24302.098707
41.0,4012,24304.934678
348.0,3815,24307.658632
288.0,6716,24312.365025
341.0,8246,24335.895554
244.0,6547,24340.537629
141.0,7130,24345.524573
368.0,6224,24349.88362
318.0,7452,24355.17118
280.0,5726,24359.123235
117.0,5795,24362.210506
318.0,7997,24367.873647
116.0,5989,24372.115611
190.0,4733,24375.475272
326.0,4223,24378.451532
265.0,5841,24382.46319
283.0,6121,24386.797113
301.0,6955,24391.724852
191.0,5714,24394.86339
256.0,7119,24399.895653
49.0,4498,24403.038998
291.0,5387,24423.400936
261.0,7330,24427.596241
343.0,6851,24432.388427
322.0,5688,24436.403751
274.0,7902,24441.937986
317.0,5533,24445.855011
294.0,6809,24450.731856
90.0,5689,24454.677039
191.0,6188,24458.12756
367.0,6902,24463.059196
176.0,5397,24466.804327
236.0,6556,24471.510951
302.0,5760,24475.580308
308.0,6521,24480.212732
201.0,7105,24485.25484
255.0,6802,24489.152871
123.0,7021,24506.290546
243.0,4840,24509.716119
127.0,5764,24513.822164
84.0,5374,24517.628618
202.0,7209,24521.794454
248.0,5568,24525.679319
162.0,5259,24529.357997
312.0,8603,24535.394293
140.0,7484,24540.616158
194.0,5235,24544.288238
292.0,8339,24550.219831
297.0,6795,24554.002617
295.0,8924,24560.145059
298.0,7148,24565.275783
185.0,7800,24570.689997
295.0,7691,24588.904577
114.0,6868,24593.730272
233.0,4446,24596.755423
359.0,5564,24600.335648
276.0,7409,24605.478682
243.0,5830,24609.532111
351.0,8957,24614.85808
360.0,8957,24621.072973
220.0,5955,24625.17151
79.0,6484,24629.626632
258.0,8370,24635.387263
329.0,7723,24640.740744
217.0,5509,24644.552461
282.0,4520,24646.803695
344.0,8057,24652.376938
288.0,7088,24671.168775
289.0,5891,24675.29345
180.0,7961,24679.824622
288.0,7248,24684.915599
286.0,8096,24690.519672
284.0,7753,24695.911531
316.0,8212,24701.645347
297.0,7151,24706.671639
297.0,6249,24710.097964
333.0,4648,24713.355668
217.0,5681,24717.242137
246.0,6657,24721.986387
228.0,6040,24726.214686
141.0,6489,24730.713421
201.0,7283,24750.466582
35.0,3407,24752.865777
169.0,6517,24757.44333
135.0,4522,24760.56157
330.0,7592,24765.910069
187.0,5754,24769.932557
280.0,6000,24773.269773
211.0,5519,24777.204633
347.0,6934,24782.19243
136.0,6243,24786.536207
355.0,8265,24792.349829
166.0,5877,24796.483543
279.0,5828,24800.521217
150.0,5757,24803.573177
110.0,5617,24807.515898
193.0,6828,24812.268421
306.0,5712,24816.288919
140.0,6169,24834.776847
255.0,5310,24838.412346
241.0,7377,24843.552027
355.0,6199,24847.903812
157.0,6375,24852.34852
120.0,5334,24856.07033
91.0,5415,24859.831828
382.0,8473,24865.636005
339.0,7719,24870.003377
110.0,5889,24874.071859
297.0,6376,24878.450335
330.0,7260,24883.480645
117.0,4653,24886.688503
206.0,6683,24891.334105
67.0,3802,24893.991513
310.0,6139,24897.334435
270.0,7417,24920.519436
204.0,4783,24923.882906
317.0,9735,24929.770523
9.0,1692,24930.90764
295.0,5719,24934.796998
260.0,6440,24939.188772
263.0,5527,24943.031974
132.0,5810,24947.044846
287.0,4631,24950.2338
208.0,6999,24955.113168
284.0,7984,24960.594828
184.0,4147,24962.607179
200.0,5388,24966.335799
248.0,6269,24970.627597
210.0,4946,24974.070265
391.0,7675,24979.44654
126.0,7860,24984.86052
375.0,9254,25009.493708
254.0,7040,25014.438637
283.0,8251,25020.146841
267.0,6690,25023.889161
244.0,8542,25029.855407
245.0,6011,25033.926756
327.0,7691,25039.183148
50.0,5636,25043.113498
324.0,7560,25048.44057
246.0,4483,25051.555071
277.0,5551,25055.383034
290.0,5412,25058.22573
320.0,7132,25063.276819
246.0,5613,25067.109485
387.0,9385,25073.668483
212.0,4835,25091.836253
304.0,6592,25096.839121
357.0,7087,25102.039112
293.0,6559,25106.694682
181.0,6522,25110.100626
361.0,7327,25113.609972
220.0,6097,25116.526767
319.0,7822,25119.324702
299.0,6542,25122.44495
277.0,7332,25126.00071
175.0,7953,25129.767347
160.0,7367,25133.299151
250.0,6639,25137.021541
300.0,6156,25140.859863
309.0,7908,25158.9253
406.0,6356,25163.342968
228.0,5240,25166.687185
263.0,5655,25170.229954
122.0,6639,25174.72288
248.0,8674,25180.618855
383.0,7128,25184.116235
240.0,7118,25188.913657
257.0,6544,25193.465528
279.0,6776,25197.875257
337.0,7439,25203.07554
66.0,3063,25205.239837
95.0,5165,25208.823566
331.0,7443,25213.138569
101.0,5961,25217.323191
270.0,6552,25222.033335
216.0,6670,25237.961288
343.0,6783,25241.243538
184.0,6252,25244.216013
323.0,8471,25247.388438
246.0,6053,25250.290396
275.0,5903,25253.115404
185.0,6428,25256.194659
216.0,6736,25259.445525
157.0,6474,25262.541446
262.0,7885,25266.292431
305.0,5804,25269.100645
272.0,6435,25272.677884
187.0,6400,25276.208905
163.0,5699,25279.189626
340.0,5696,25283.138888
294.0,6620,25287.764969
183.0,7652,25311.276855
201.0,5275,25314.909985
290.0,6938,25319.697278
269.0,6863,25324.510933
111.0,5541,25328.403728
341.0,7380,25333.554227
239.0,7284,25338.590631
58.0,3476,25340.071663
245.0,6621,25344.606449
369.0,6445,25349.092719
310.0,6108,25353.327818
161.0,5603,25357.28098
385.0,6144,25361.616917
284.0,6312,25365.988938
395.0,5348,25369.740106
367.0,8925,25388.495414
230.0,5152,25392.093754
151.0,6950,25397.018159
56.0,3874,25399.672447
421.0,6762,25403.51639
341.0,5979,25407.760834
177.0,6260,25412.132795
264.0,5887,25416.279104
227.0,5770,25420.336411
335.0,7824,25425.844806
182.0,7520,25431.073727
343.0,7759,25435.555428
332.0,5947,25439.632715
214.0,6512,25444.116409
202.0,6025,25448.370777
259.0,6642,25452.979469
307.0,6070,25457.160876
298.0,6587,25478.512036
326.0,6755,25483.204158
331.0,6743,25487.853879
179.0,7030,25492.75844
235.0,5911,25496.891432
187.0,6325,25500.272967
163.0,4644,25503.516582
113.0,5593,25507.388615
304.0,7101,25512.339207
220.0,3181,25514.503939
387.0,6711,25519.183176
289.0,5121,25522.758609
17.0,2266,25524.32599
304.0,8072,25528.94153
217.0,6822,25533.633765
296.0,6576,25538.212707
273.0,5912,25558.623242
282.0,6333,25562.131788
231.0,6702,25566.823111
371.0,8466,25572.60864
52.0,4918,25576.020369
340.0,7472,25581.229801
320.0,6755,25585.945309
278.0,6730,25590.660552
311.0,4575,25592.918964
322.0,5566,25596.765864
276.0,7680,25602.226492
159.0,6181,25606.586316
260.0,6764,25611.357242
54.0,4089,25614.209481
342.0,5320,25617.955848
315.0,6336,25622.382777
134.0,6660,25626.167767
271.0,7313,25645.480325
277.0,6115,25649.818239
344.0,6100,25654.110314
229.0,4155,25656.06188
317.0,5573,25659.961825
287.0,6292,25664.429378
226.0,5109,25668.067421
238.0,4928,25671.436422
289.0,6779,25676.21639
179.0,7410,25681.451737
163.0,6163,25685.841235
283.0,4648,25688.162257
258.0,6891,25693.029656
292.0,6579,25697.583781
344.0,8248,25703.286531
82.0,5414,25707.126661
260.0,8106,25722.677975
287.0,7741,25728.109436
281.0,6585,25732.786937
310.0,5024,25736.310737
46.0,5641,25740.277481
297.0,6076,25744.559478
91.0,6292,25748.96214
72.0,5676,25752.059079
144.0,7030,25756.940735
296.0,7575,25762.227476
283.0,6499,25766.867852
315.0,5937,25770.725474
267.0,6422,25775.30565
112.0,4753,25778.607449
60.0,4224,25781.51312
137.0,6665,25785.237394
271.0,5657,25802.27623
340.0,7099,25807.115744
357.0,7535,25812.453417
301.0,8106,25817.149142
259.0,4568,25820.405995
94.0,5554,25824.158635
324.0,7140,25829.293839
90.0,5017,25832.87153
344.0,7418,25838.058057
279.0,7979,25843.912474
