#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,1224,310.776231
9.0,1630,311.423089
1.0,645,311.661694
1.0,637,311.904148
2.0,752,312.192371
3.0,1026,312.602607
4.0,1123,313.059536
1.0,640,313.30072
6.0,1518,314.815081
2.0,841,315.120748
5.0,1286,315.627325
0.0,535,315.827803
4.0,1152,316.280999
2.0,822,316.597668
7.0,1657,317.270576
3.0,952,317.631981
8.0,1716,318.302176
7.0,1676,318.930305
5.0,1339,319.434095
3.0,947,319.795058
3.0,977,320.169489
2.0,825,320.503387
4.0,1072,320.914276
19.0,1919,321.643399
2.0,896,321.990476
0.0,516,322.194624
5.0,1173,322.684438
2.0,820,322.999352
2.0,759,323.27709
2.0,744,323.546597
3.0,1033,323.968185
3.0,1024,324.332714
4.0,1137,324.732555
3.0,1112,325.167198
4.0,1214,325.644319
2.0,906,325.969732
2.0,819,326.296359
3.0,1108,326.748729
4.0,1058,327.146427
1.0,722,327.413188
3.0,934,327.805737
9.0,1611,328.461611
4.0,1222,328.95775
10.0,2223,329.848909
9.0,2019,330.589812
0.0,540,330.776889
6.0,1307,330.378901
1.0,635,330.596241
2.0,771,330.863603
7.0,1474,331.403575
4.0,1118,331.866096
2.0,827,332.228635
2.0,733,332.513863
2.0,816,332.822474
7.0,1721,333.468989
3.0,855,333.795946
5.0,1339,334.336643
5.0,1443,334.885044
3.0,943,335.22498
5.0,1264,335.691389
2.0,831,336.012498
9.0,1926,336.774624
3.0,1111,337.21317
2.0,912,337.572701
7.0,1490,338.165458
2.0,900,338.505948
11.0,2246,339.393057
2.0,755,339.696605
3.0,1121,340.128782
4.0,1159,340.58215
0.0,508,340.77241
3.0,1130,341.232439
8.0,1735,341.934962
4.0,1073,342.370693
4.0,1229,342.870067
11.0,2002,343.708346
3.0,1108,344.138931
7.0,1312,344.687352
1.0,692,344.97218
6.0,1460,345.583918
4.0,1214,346.075658
2.0,828,346.407446
2.0,906,346.786537
6.0,1391,347.330392
2.0,769,347.602742
7.0,1316,348.082154
4.0,1135,348.537101
3.0,947,348.900195
3.0,938,349.233316
2.0,902,349.565818
3.0,959,349.9484
10.0,1955,350.733681
2.0,818,351.047262
9.0,1898,351.780884
2.0,805,352.084476
0.0,523,352.286242
5.0,1484,352.876257
7.0,1640,353.518484
6.0,1467,354.0524
5.0,1336,354.538917
3.0,889,354.875705
3.0,892,356.220182
2.0,911,356.573802
4.0,1120,357.022901
10.0,2246,357.945835
4.0,1149,358.383756
2.0,813,358.688725
12.0,1592,359.313182
2.0,912,359.655757
6.0,1534,360.23348
6.0,1460,360.797493
6.0,1538,361.365689
7.0,1491,361.961025
4.0,1302,362.460942
10.0,1750,362.260549
2.0,819,362.586674
5.0,1487,363.187753
0.0,517,363.380689
4.0,1111,363.785102
1.0,656,364.01453
3.0,1024,364.373327
6.0,1548,364.982707
2.0,736,365.249909
8.0,1338,365.794894
4.0,1273,366.3053
1.0,633,366.555887
3.0,1104,366.993407
0.0,504,367.184634
2.0,847,367.510339
4.0,1088,367.958631
5.0,1312,368.512877
2.0,894,368.875788
7.0,1626,369.508888
6.0,1483,370.105067
11.0,2319,370.974428
3.0,1089,371.375513
2.0,902,371.705828
8.0,1699,372.308795
3.0,1043,372.681805
5.0,1407,373.196364
7.0,1649,373.819679
5.0,1318,374.290949
4.0,1141,374.706286
4.0,1215,375.151519
1.0,652,375.400116
2.0,739,375.674297
13.0,2184,376.593748
9.0,1720,377.235791
3.0,1016,377.59167
8.0,1759,378.23845
4.0,1304,378.71277
2.0,839,379.00564
3.0,960,379.464838
1.0,629,379.771346
4.0,987,380.357082
7.0,1482,381.136651
2.0,816,381.529706
2.0,887,381.981081
8.0,1699,382.881762
5.0,1233,383.517051
4.0,1288,384.190374
5.0,1502,384.950496
4.0,1284,385.606117
10.0,1816,386.538721
7.0,1639,387.354535
4.0,1308,388.058998
7.0,1308,388.822526
4.0,1220,389.48823
3.0,968,389.97232
7.0,1663,390.90365
1.0,725,391.294156
3.0,893,391.780802
1.0,644,392.132574
3.0,1013,392.685221
5.0,1346,393.396976
6.0,1371,394.144507
5.0,1256,393.971342
11.0,1887,394.966043
4.0,1156,395.549293
3.0,1083,396.063006
5.0,1311,396.741695
5.0,1338,397.411038
4.0,1321,398.08958
1.0,705,398.460639
1.0,714,398.833717
0.0,524,399.097437
3.0,1007,399.600923
3.0,879,400.027535
3.0,1120,400.595574
3.0,937,402.328972
3.0,1100,402.922749
6.0,1236,403.610301
7.0,1635,404.601781
14.0,2500,406.072837
4.0,1172,406.741452
6.0,1380,407.549604
1.0,645,407.915407
1.0,655,408.27096
5.0,1279,409.05085
4.0,1138,409.654668
5.0,1189,410.213224
3.0,979,410.661952
10.0,1640,411.458508
4.0,1147,412.037338
3.0,875,412.463658
5.0,1393,413.178176
4.0,1158,413.695791
5.0,1256,414.369237
4.0,1349,415.036057
8.0,1843,415.985473
6.0,1366,416.69507
3.0,971,417.172404
8.0,1846,418.162196
2.0,919,418.646692
5.0,1398,419.431193
7.0,1314,420.148204
6.0,1288,420.838399
6.0,1448,421.6292
4.0,1199,422.348805
3.0,937,422.868752
3.0,937,423.341918
3.0,1096,423.95374
1.0,696,424.323763
6.0,1412,425.074213
1.0,633,425.401582
3.0,955,425.024775
2.0,803,425.440096
5.0,1348,426.148741
3.0,999,426.671985
4.0,1212,427.30036
7.0,1741,428.192907
5.0,1418,428.880146
4.0,1228,429.495194
2.0,753,429.871382
3.0,1040,430.382613
1.0,727,430.74172
4.0,1149,431.35087
10.0,1744,432.312718
3.0,949,432.856325
3.0,965,433.359558
3.0,1044,433.94025
2.0,768,434.359177
6.0,1385,435.070065
6.0,1519,435.845288
5.0,1314,436.510504
6.0,1520,437.273787
2.0,748,437.659599
0.0,523,437.927696
4.0,1221,438.57331
8.0,1834,439.712997
7.0,1577,440.586606
4.0,1058,441.130068
9.0,1710,442.086406
8.0,1620,443.003031
1.0,625,443.316529
1.0,635,443.623325
3.0,1018,444.172124
5.0,1330,444.891023
9.0,1411,445.634741
5.0,1413,446.366055
6.0,1476,447.138553
1.0,731,447.498655
3.0,1096,448.048906
1.0,644,448.349387
1.0,737,448.698249
5.0,1306,449.382424
1.0,713,449.739952
4.0,1002,450.244102
4.0,1075,450.849905
2.0,821,451.294774
12.0,2146,452.536408
2.0,845,452.991042
3.0,935,453.492612
2.0,830,453.924046
4.0,1223,454.596865
8.0,1804,455.609615
5.0,1279,456.262067
4.0,1243,456.904976
1.0,628,457.230861
5.0,1278,456.990986
7.0,1491,458.856357
1.0,639,459.169181
15.0,1908,460.136387
5.0,1366,460.819257
11.0,2082,461.908827
8.0,1575,462.742863
4.0,1235,463.408671
10.0,1816,464.409412
3.0,1007,464.96366
6.0,1457,465.732524
4.0,1204,466.413697
6.0,1545,467.249904
7.0,1294,467.968989
9.0,1921,469.077946
2.0,757,469.528949
9.0,1819,470.496699
4.0,1110,471.096745
2.0,825,471.514119
2.0,835,471.926624
3.0,1096,472.499744
2.0,831,472.929378
3.0,1034,473.438252
3.0,871,473.876393
4.0,1159,474.48069
7.0,1507,475.302919
5.0,1206,475.895415
6.0,1460,476.602478
4.0,1141,477.224015
4.0,1095,477.8136
7.0,1690,478.776766
3.0,1100,479.391762
6.0,1531,480.268416
4.0,1131,480.881571
6.0,1553,481.804097
6.0,1354,482.564816
3.0,1014,483.143936
6.0,1516,483.980866
4.0,1005,484.54044
2.0,840,484.978665
0.0,520,485.242761
11.0,1749,486.138495
5.0,1237,486.795869
8.0,1447,487.516901
4.0,1210,488.146554
9.0,1661,489.0291
7.0,1746,489.082313
4.0,1033,489.629629
6.0,1470,490.367864
4.0,1296,491.043115
4.0,1155,491.67188
5.0,1364,492.437739
5.0,1215,493.096192
14.0,1722,494.064908
5.0,1514,494.928889
10.0,2006,496.064217
1.0,633,496.407962
2.0,894,496.936561
2.0,761,497.339466
3.0,939,497.883945
7.0,1719,498.811355
10.0,1748,499.720254
2.0,743,500.084606
1.0,652,500.401455
7.0,1553,501.185344
14.0,2349,502.421704
5.0,1355,503.091526
7.0,1003,503.598404
8.0,1861,504.534177
2.0,851,504.928485
1.0,735,505.281407
6.0,1414,506.008237
4.0,1205,506.690431
10.0,2043,507.833677
1.0,641,508.209948
3.0,949,508.753384
3.0,881,509.238115
3.0,945,509.756397
1.0,649,510.099246
3.0,1000,510.641027
5.0,1136,511.299651
5.0,1453,512.144108
4.0,1168,512.826059
5.0,1272,513.548753
6.0,1561,516.218248
4.0,1124,516.729834
2.0,756,517.070563
4.0,1020,517.550472
5.0,1327,518.209031
12.0,2277,519.371762
3.0,887,519.823174
7.0,1634,520.68121
3.0,940,520.331765
4.0,1148,520.939416
3.0,1017,521.489817
7.0,1734,522.488732
5.0,1359,523.210538
2.0,815,523.684261
8.0,1818,524.657471
5.0,1475,525.489577
3.0,1143,526.119181
6.0,1456,526.930991
4.0,1060,527.533788
1.0,709,527.894941
1.0,710,528.255483
13.0,2127,529.382294
5.0,1240,529.993011
2.0,748,530.371722
3.0,961,530.843405
6.0,1417,531.568947
5.0,1482,532.368609
3.0,877,532.817151
3.0,999,533.294069
6.0,1425,533.988558
9.0,1628,534.835721
6.0,1607,535.743323
3.0,1104,536.361489
5.0,1328,537.134472
7.0,1617,538.015546
5.0,1211,538.709116
5.0,1435,539.521036
4.0,1074,540.112611
6.0,1415,540.886619
4.0,1149,541.581337
6.0,1632,542.509689
5.0,1337,543.20356
4.0,1300,543.935113
3.0,1023,544.463686
11.0,2049,545.521849
3.0,1028,546.05941
1.0,648,546.387105
4.0,1089,546.92133
4.0,1033,547.465578
1.0,649,547.787782
6.0,1592,548.681725
5.0,1240,549.306864
6.0,1460,550.098994
10.0,1822,551.158176
3.0,1007,551.738796
8.0,1591,551.834031
2.0,806,552.296221
8.0,1931,553.325624
6.0,1345,554.120705
2.0,899,554.617639
5.0,1334,555.365274
2.0,767,555.758308
5.0,1335,556.501321
6.0,1233,557.138657
2.0,745,557.496239
7.0,1634,558.376907
3.0,1083,558.969401
13.0,2194,560.167405
4.0,1169,560.780461
6.0,1522,561.590821
7.0,1567,562.402485
12.0,1850,563.395136
2.0,825,563.857819
3.0,1023,564.434418
3.0,955,564.995753
4.0,1117,565.615434
2.0,821,566.059126
4.0,1224,566.752594
5.0,1245,567.491622
2.0,754,567.884599
3.0,1036,568.520949
8.0,1498,569.35508
5.0,1338,570.104153
6.0,1316,570.886652
4.0,1049,573.189795
12.0,2177,574.423876
1.0,701,574.816822
7.0,1519,575.530837
7.0,1579,576.128504
5.0,1342,576.626638
8.0,1769,577.295223
5.0,1309,577.792911
3.0,946,578.129575
4.0,1095,578.524961
3.0,867,578.856044
14.0,2105,579.664264
8.0,1763,580.353021
6.0,1467,580.91945
4.0,1083,581.32749
2.0,840,581.635749
9.0,1458,582.183199
7.0,1570,582.770476
9.0,2077,583.536804
12.0,1920,583.399328
5.0,1423,583.942145
6.0,1515,584.538193
6.0,1524,585.119105
9.0,1723,585.773091
6.0,1531,586.360107
10.0,2189,587.207901
5.0,1287,587.702918
3.0,1116,588.115675
7.0,1726,588.781878
4.0,1132,589.202304
5.0,1384,589.731498
6.0,1468,590.288365
4.0,1086,590.70473
4.0,1132,591.131745
6.0,1370,591.65504
7.0,1548,592.246167
13.0,2379,593.181897
7.0,1599,593.793402
14.0,1727,594.463564
6.0,1585,595.088464
18.0,2493,596.049551
3.0,998,596.4123
13.0,2113,597.208888
5.0,1123,597.615192
4.0,1215,598.065013
6.0,1607,598.663729
4.0,997,599.035641
4.0,1218,599.493127
5.0,1240,599.94965
4.0,1041,600.326927
0.0,530,600.507032
12.0,1777,601.183055
3.0,871,601.502024
11.0,2245,602.333947
10.0,1748,602.987922
7.0,1792,603.679236
5.0,1265,604.15089
4.0,1067,604.561513
9.0,1570,605.139699
5.0,1414,605.693111
3.0,951,606.053394
3.0,1013,606.429306
4.0,1141,606.844495
20.0,2485,607.787866
6.0,1391,608.295724
1.0,651,608.526723
4.0,1069,608.91793
5.0,1438,609.461076
4.0,1159,609.889007
2.0,897,610.223021
9.0,2061,611.001422
6.0,1589,611.600284
4.0,1300,612.079852
5.0,1414,614.106864
4.0,1055,614.497051
4.0,1089,614.901312
6.0,1412,615.426248
0.0,507,614.733033
7.0,1501,615.292679
8.0,1723,615.936144
7.0,1579,616.524275
5.0,1412,617.052933
5.0,1179,617.482717
5.0,1259,617.934526
12.0,2059,618.683432
4.0,1156,619.112345
5.0,1482,619.663175
6.0,1455,620.205977
6.0,1340,620.715264
1.0,715,620.982299
4.0,1040,621.38647
5.0,1343,621.893158
6.0,1615,622.513747
2.0,744,622.775448
8.0,1617,623.381557
0.0,537,623.570935
4.0,1073,623.949985
3.0,877,624.262982
6.0,1440,624.790613
6.0,1553,625.361052
18.0,2344,626.239432
5.0,1234,626.695332
21.0,2904,627.767557
12.0,2159,628.576324
2.0,751,628.837199
4.0,1197,629.265181
5.0,1492,629.81896
9.0,2159,630.615969
10.0,1460,631.132921
5.0,1404,631.654661
3.0,1085,632.046612
5.0,1175,632.467551
9.0,1962,633.171149
1.0,727,633.423408
5.0,1422,633.931492
3.0,1010,634.309078
6.0,1295,634.78212
5.0,1187,635.220756
5.0,1161,635.642696
4.0,1218,636.082003
8.0,1733,636.741761
5.0,1276,637.219754
1.0,646,637.449793
2.0,816,637.742723
2.0,842,638.049626
2.0,913,638.381739
3.0,937,638.718617
15.0,2721,639.808011
6.0,1373,640.330786
6.0,1577,640.969003
6.0,1452,641.547788
3.0,1032,642.119082
2.0,826,642.556341
5.0,1258,643.282349
6.0,1488,644.131532
15.0,2177,645.440281
4.0,1012,646.020581
6.0,1537,646.946828
3.0,957,646.613974
3.0,1095,647.238457
9.0,1959,648.360527
4.0,1145,648.977475
4.0,1217,649.637884
5.0,1255,650.342844
11.0,2003,651.415771
7.0,1520,652.23245
6.0,1468,652.959044
6.0,1368,653.690823
8.0,1713,654.618224
6.0,1558,655.438953
2.0,845,655.85839
1.0,720,656.261134
5.0,1294,658.807679
6.0,1686,659.716546
4.0,1124,660.33998
14.0,1568,661.265404
4.0,1106,661.912308
6.0,1508,662.814607
4.0,1315,663.581292
4.0,1115,664.1683
13.0,2382,665.443006
7.0,1473,666.217263
10.0,1775,667.194725
3.0,1005,667.725406
7.0,1664,668.67317
14.0,2101,669.831557
12.0,2244,671.020629
6.0,1499,671.928444
8.0,1891,673.083258
1.0,713,673.497449
8.0,1574,674.374749
8.0,1741,675.429533
11.0,1636,676.452241
12.0,2381,677.945382
6.0,1546,678.798722
0.0,532,678.197535
12.0,1954,679.214756
3.0,960,679.674812
6.0,1554,680.438242
8.0,1840,681.351064
16.0,2362,682.552709
10.0,1812,683.433376
18.0,2717,684.77242
18.0,2659,686.232589
2.0,836,686.684851
3.0,851,687.179132
7.0,1577,688.123625
6.0,1618,689.07609
9.0,1800,690.138552
18.0,2372,691.545598
7.0,1552,692.423229
5.0,1254,693.089954
4.0,1252,693.756473
10.0,1912,694.799265
5.0,1411,695.595987
5.0,1416,696.35867
7.0,1579,697.234122
11.0,2009,698.347039
4.0,1142,698.967089
3.0,1125,699.599617
7.0,1723,700.60263
3.0,1015,701.156496
4.0,1081,701.784558
5.0,1499,702.629523
4.0,1119,703.288895
5.0,1501,704.182652
14.0,2260,705.501243
8.0,1891,706.607208
9.0,1733,707.618853
5.0,1256,708.274287
2.0,831,708.701595
2.0,911,709.164345
1.0,647,709.483035
6.0,1298,710.162179
8.0,1775,710.311773
4.0,1056,710.852833
3.0,865,711.25859
10.0,1784,712.182421
10.0,1692,713.075644
6.0,1461,713.785729
9.0,1864,716.803847
8.0,1712,717.815851
9.0,1891,718.980515
6.0,1606,719.971592
6.0,1424,720.813513
13.0,2259,722.060983
5.0,1467,722.760847
10.0,2208,723.898955
13.0,1976,724.911952
7.0,1507,725.661892
3.0,881,726.084692
4.0,1119,726.621983
5.0,1429,727.315713
5.0,1430,728.050038
11.0,1945,729.009741
7.0,1624,729.820104
5.0,1240,730.505789
12.0,1667,731.418165
9.0,2024,732.518123
3.0,897,733.01436
12.0,1676,734.018378
2.0,900,734.529616
1.0,633,734.918239
1.0,698,735.325698
5.0,1242,736.036824
9.0,2061,737.260731
4.0,1212,737.953767
4.0,1222,738.608221
5.0,1398,739.392217
18.0,2376,740.645034
3.0,1008,741.152819
7.0,1660,741.971936
6.0,1502,741.863911
10.0,1592,742.631744
5.0,1181,743.204629
6.0,1529,743.993374
4.0,1123,744.584556
5.0,1269,745.35418
6.0,1367,746.156994
9.0,1695,747.216666
5.0,1346,747.983819
2.0,846,748.485605
7.0,1752,749.561841
6.0,1467,750.442846
4.0,1201,751.148113
4.0,1097,751.788358
4.0,1130,752.437729
14.0,1488,753.250816
8.0,1860,754.179237
7.0,1882,755.111573
4.0,1066,755.659124
4.0,1147,756.236323
9.0,1688,757.080428
7.0,1567,757.873094
5.0,1338,758.533898
4.0,1137,759.097563
2.0,839,759.532846
10.0,1874,760.57364
6.0,1465,761.442948
4.0,1166,762.110801
0.0,517,762.442624
15.0,2448,763.982729
8.0,1723,765.086663
6.0,1295,765.867537
7.0,1538,766.820868
6.0,1549,767.674159
6.0,1376,768.375677
17.0,2927,769.913851
8.0,1741,770.807446
12.0,1896,771.775077
4.0,1210,772.403767
5.0,1327,773.095258
2.0,835,774.799285
2.0,829,775.285095
5.0,1422,776.174368
6.0,1415,776.978949
4.0,1232,777.724802
2.0,901,778.265864
2.0,844,778.711149
9.0,1860,779.793646
3.0,1007,780.383032
4.0,983,780.990284
4.0,1059,781.589619
2.0,761,782.004479
6.0,1470,782.780548
14.0,2415,784.008391
8.0,1562,784.781535
8.0,1807,785.719937
6.0,1397,786.414893
7.0,1682,787.262339
7.0,1418,787.957283
3.0,1123,788.513065
6.0,1234,789.134492
7.0,1531,789.921034
8.0,1776,790.805826
14.0,2174,791.952164
5.0,1275,792.561431
6.0,1323,793.216082
2.0,736,793.564248
7.0,1598,794.34767
4.0,1298,795.0221
10.0,2192,796.144567
11.0,2094,797.211731
11.0,2062,798.275784
23.0,2960,799.745548
3.0,883,800.176294
4.0,1200,800.774719
3.0,934,801.276196
6.0,1341,802.058926
13.0,2291,803.453721
8.0,1741,804.456609
2.0,889,804.988349
3.0,944,804.720567
5.0,1334,805.575041
14.0,2116,806.884763
17.0,2209,808.187782
13.0,1869,809.144478
6.0,1450,809.8857
20.0,2581,811.189603
3.0,936,811.643428
10.0,1792,812.544009
5.0,1279,813.178447
7.0,1408,813.883446
4.0,1304,814.538153
3.0,1115,815.126616
11.0,1802,816.132885
7.0,1633,817.047408
7.0,1717,818.080289
2.0,773,818.552581
7.0,1529,819.482186
9.0,1881,820.697278
9.0,1939,821.902989
5.0,1324,822.725805
4.0,1059,823.316597
4.0,1227,823.910853
3.0,973,824.395112
6.0,1284,825.018889
8.0,1669,825.855683
3.0,1100,826.392932
6.0,1394,827.082143
8.0,1580,827.860138
10.0,1467,828.6135
3.0,1035,829.134815
8.0,1861,832.384058
9.0,1978,833.423117
3.0,1024,833.917362
6.0,1349,834.569356
10.0,1622,835.476323
6.0,1347,836.209305
1.0,643,836.545618
12.0,2618,837.127193
4.0,1151,837.72608
13.0,2271,838.979352
11.0,2238,840.264697
24.0,3216,842.179265
10.0,1770,843.16159
9.0,1271,843.85868
4.0,1157,844.487607
12.0,1928,845.506634
13.0,2212,846.63876
10.0,1748,847.52013
11.0,1830,848.464291
6.0,1452,849.212576
0.0,513,849.465526
18.0,3298,851.390924
6.0,1296,852.13124
4.0,1069,852.683843
7.0,1695,853.603287
6.0,1533,854.449664
9.0,1999,855.600619
15.0,2462,856.974544
9.0,1679,857.858141
20.0,2641,859.233052
8.0,1781,860.161294
5.0,1308,860.811043
4.0,1051,861.336784
6.0,1518,862.117418
7.0,1751,863.015596
9.0,2065,864.08357
17.0,2576,865.4296
3.0,1028,865.919399
11.0,2164,867.047784
7.0,1797,867.972612
13.0,2218,868.210116
3.0,969,868.689275
12.0,2296,869.88475
3.0,1013,870.412807
3.0,1037,870.923997
7.0,1530,871.711285
7.0,1692,872.594138
12.0,1682,873.480102
12.0,2203,874.655611
2.0,824,875.073017
8.0,1719,875.955359
12.0,1771,876.863722
4.0,1066,877.391376
5.0,1413,878.112113
6.0,1536,878.870994
0.0,507,879.122918
6.0,1379,879.812412
3.0,931,880.278602
12.0,1924,881.275262
9.0,2046,882.307747
16.0,2329,883.470076
7.0,1560,884.257072
6.0,1457,884.998448
8.0,1802,888.673684
1.0,717,889.07039
7.0,1802,889.995569
5.0,1198,890.569587
7.0,1478,891.328093
7.0,1605,892.177479
10.0,1978,893.212148
6.0,1456,893.93265
12.0,1666,894.773617
9.0,1709,895.632715
8.0,1855,896.607696
6.0,1482,897.347047
5.0,1259,897.988258
7.0,1567,898.810085
10.0,1795,899.677513
15.0,2735,900.239023
9.0,1956,901.25841
9.0,1738,902.158475
6.0,1504,902.926082
9.0,1923,903.912955
3.0,1076,904.490055
6.0,1412,905.238293
10.0,1919,906.231007
3.0,1113,906.77193
4.0,1100,907.343906
5.0,1281,908.006208
5.0,1148,908.599237
5.0,1361,909.326321
2.0,828,909.843521
4.0,993,910.459884
13.0,2136,911.768193
3.0,1039,912.344052
3.0,1131,912.956412
9.0,1697,913.883148
12.0,1704,914.842912
5.0,1282,915.603323
6.0,1465,916.394691
10.0,1730,917.362433
6.0,1459,918.103718
17.0,2651,919.507825
16.0,2557,920.848027
16.0,2677,922.272532
16.0,2372,923.506308
6.0,1372,924.245243
12.0,2035,925.32139
11.0,1896,926.336972
7.0,1556,927.136022
8.0,1783,928.106203
4.0,1315,928.790667
18.0,3263,930.500447
7.0,1654,931.408964
6.0,1503,931.352638
3.0,875,931.797076
9.0,2011,932.892147
6.0,1500,933.668142
11.0,2160,934.808064
10.0,1938,935.854059
5.0,1333,936.59856
5.0,1218,937.205308
24.0,2770,938.681221
4.0,1151,939.267768
10.0,2164,940.430079
5.0,1229,941.068606
8.0,1823,944.005549
8.0,1687,944.926825
12.0,1911,945.926746
13.0,2286,947.152506
3.0,961,947.63753
15.0,2506,948.95779
2.0,834,949.366955
10.0,1531,950.188718
7.0,1639,951.055178
0.0,540,951.313631
11.0,2192,952.448413
3.0,925,952.911007
9.0,1831,953.845583
8.0,1919,954.845019
13.0,2207,955.987593
19.0,2433,957.279774
19.0,2496,958.582534
5.0,1218,959.217393
3.0,956,959.702591
15.0,1747,960.657673
16.0,2322,961.893674
15.0,1938,962.917697
9.0,1869,963.038453
12.0,1968,964.06899
14.0,2756,965.488706
8.0,1560,966.322702
10.0,1735,967.262678
18.0,2365,968.526005
9.0,1861,969.515811
15.0,2724,971.052681
7.0,1680,972.049075
8.0,1905,973.17804
23.0,3235,974.934403
1.0,649,975.243595
4.0,988,975.757972
12.0,2430,977.015226
12.0,2319,978.239254
17.0,2575,979.60658
8.0,1220,980.230116
16.0,2622,981.697482
13.0,2587,983.19632
29.0,3358,985.238234
2.0,737,985.640452
5.0,1324,986.409731
1.0,729,986.792163
14.0,1798,987.80005
22.0,1654,988.811831
7.0,1545,989.617393
11.0,2143,990.719109
12.0,2150,991.839918
11.0,2225,992.977498
5.0,1312,993.635874
3.0,955,994.141871
8.0,1650,995.029051
10.0,1823,995.11222
6.0,1499,995.941032
6.0,1369,996.700454
13.0,2436,1000.935316
13.0,2322,1002.332203
9.0,1950,1003.412685
11.0,1744,1004.332584
13.0,2212,1005.48001
14.0,2616,1006.879287
16.0,2534,1008.231782
10.0,1937,1009.270818
4.0,1148,1009.863898
2.0,830,1010.282215
3.0,1035,1010.846488
12.0,2274,1012.103086
10.0,1857,1013.14071
11.0,2128,1014.326071
4.0,1212,1015.077967
11.0,2126,1016.488099
7.0,1357,1017.324042
7.0,1334,1018.121708
12.0,2257,1019.33178
4.0,1211,1019.928006
11.0,2126,1021.050671
19.0,2542,1022.415877
20.0,2667,1023.808024
10.0,1827,1024.789307
16.0,2774,1026.358644
1.0,645,1026.712783
5.0,1417,1026.640504
6.0,1340,1027.41288
15.0,2290,1028.760189
12.0,2005,1029.906202
12.0,2000,1031.104101
5.0,1178,1031.762702
10.0,2004,1032.847502
8.0,1636,1033.668523
14.0,2191,1034.835597
16.0,2353,1036.076272
2.0,906,1036.508922
10.0,2058,1037.587919
11.0,1971,1038.638359
7.0,1547,1039.460378
7.0,1482,1040.263728
4.0,1049,1040.795508
4.0,1300,1041.465212
5.0,1308,1042.169241
5.0,1291,1042.827914
7.0,1561,1043.632779
13.0,2198,1044.802926
6.0,1448,1045.563352
13.0,2134,1046.725484
8.0,1665,1047.618232
14.0,2259,1048.811164
9.0,1957,1049.834985
5.0,1445,1050.585306
11.0,1980,1051.617792
11.0,1674,1052.478971
10.0,1991,1053.53131
9.0,1837,1054.478322
22.0,2964,1056.040496
18.0,2647,1059.714132
9.0,1320,1060.42497
15.0,2265,1061.642321
8.0,1695,1062.501699
10.0,1873,1063.504941
24.0,3020,1065.129558
9.0,1830,1066.126853
3.0,938,1066.641203
11.0,2115,1067.768427
5.0,1199,1068.369895
14.0,2096,1069.464811
18.0,2518,1070.822993
7.0,1428,1071.558063
6.0,1372,1072.295834
9.0,1808,1073.243505
11.0,1924,1074.27474
6.0,1543,1075.102901
2.0,758,1075.506739
16.0,2763,1077.178158
13.0,2161,1078.450017
14.0,2418,1079.875432
26.0,3343,1081.892026
18.0,1963,1083.046592
9.0,1729,1084.040573
12.0,1914,1085.05979
9.0,1905,1086.082132
25.0,3349,1087.856194
17.0,2487,1089.210024
14.0,2680,1089.787441
8.0,1492,1090.579711
7.0,1462,1091.458472
7.0,1422,1092.326819
8.0,1678,1093.298624
8.0,1583,1094.235512
1.0,717,1094.642377
0.0,537,1094.932726
28.0,3525,1097.16401
3.0,1028,1097.790773
9.0,1773,1098.76903
5.0,1266,1099.443916
7.0,1648,1100.329671
18.0,1973,1101.402808
5.0,1338,1102.113358
7.0,1412,1102.858177
21.0,2643,1104.326803
9.0,1853,1105.318855
10.0,1696,1106.252718
13.0,2526,1107.778398
1.0,722,1108.197143
16.0,2946,1109.933302
20.0,2917,1111.695097
17.0,2879,1113.520895
10.0,2124,1114.827422
9.0,1827,1115.903641
21.0,2916,1120.442527
13.0,2612,1120.947491
12.0,2158,1122.031423
23.0,3585,1123.973403
18.0,2401,1125.263458
18.0,2796,1126.825269
15.0,2671,1128.453958
5.0,1423,1129.317783
19.0,2069,1130.535911
5.0,1276,1131.378962
10.0,1949,1132.571949
7.0,1621,1133.573629
9.0,1773,1134.596055
