step,tag,value,wall_time
37669,rollout/ep_len_mean,749.530029296875,1780061990.7525823
37789,rollout/ep_len_mean,745.1400146484375,1780062001.153987
37870,rollout/ep_len_mean,744.260009765625,1780062009.1429858
38065,rollout/ep_len_mean,746.010009765625,1780062024.7222111
38217,rollout/ep_len_mean,746.010009765625,1780062036.6716897
38363,rollout/ep_len_mean,747.010009765625,1780062049.3165379
38444,rollout/ep_len_mean,744.0399780273438,1780062056.860193
38638,rollout/ep_len_mean,745.9199829101562,1780062072.034374
38842,rollout/ep_len_mean,749.0,1780062088.8082895
39008,rollout/ep_len_mean,749.0,1780062101.7316506
39112,rollout/ep_len_mean,753.3599853515625,1780062110.9546418
39240,rollout/ep_len_mean,753.489990234375,1780062122.6981397
39446,rollout/ep_len_mean,753.8699951171875,1780062140.0286381
39612,rollout/ep_len_mean,759.780029296875,1780062153.5300298
39735,rollout/ep_len_mean,759.780029296875,1780062163.3958185
39810,rollout/ep_len_mean,761.47998046875,1780062170.5145783
39981,rollout/ep_len_mean,764.5999755859375,1780062184.3599424
40171,rollout/ep_len_mean,764.469970703125,1780062199.5078604
40339,rollout/ep_len_mean,769.5599975585938,1780062213.001134
40423,rollout/ep_len_mean,769.5599975585938,1780062220.0926514
40549,rollout/ep_len_mean,767.0,1780062231.2739577
40630,rollout/ep_len_mean,768.6900024414062,1780062238.9010687
40737,rollout/ep_len_mean,769.4600219726562,1780062248.0759852
40821,rollout/ep_len_mean,769.9299926757812,1780062255.672694
40974,rollout/ep_len_mean,769.9299926757812,1780062267.703883
41058,rollout/ep_len_mean,770.1900024414062,1780062275.185228
41139,rollout/ep_len_mean,769.0700073242188,1780062283.323605
41288,rollout/ep_len_mean,767.9600219726562,1780062295.6553452
41512,rollout/ep_len_mean,771.0900268554688,1780062313.7144532
41647,rollout/ep_len_mean,771.0900268554688,1780062324.4844499
41728,rollout/ep_len_mean,773.0800170898438,1780062332.0641103
41854,rollout/ep_len_mean,774.72998046875,1780062342.75951
42006,rollout/ep_len_mean,774.1799926757812,1780062355.6315398
42295,rollout/ep_len_mean,781.7000122070312,1780062377.5489829
42376,rollout/ep_len_mean,781.7000122070312,1780062384.4485486
42483,rollout/ep_len_mean,776.9400024414062,1780062394.2480369
42564,rollout/ep_len_mean,774.6900024414062,1780062401.8530421
42716,rollout/ep_len_mean,773.9299926757812,1780062415.1463704
42841,rollout/ep_len_mean,773.2000122070312,1780062425.423685
43033,rollout/ep_len_mean,773.2000122070312,1780062440.2572954
43114,rollout/ep_len_mean,770.010009765625,1780062447.669729
43297,rollout/ep_len_mean,765.510009765625,1780062462.5461764
43470,rollout/ep_len_mean,769.8499755859375,1780062477.1574888
43663,rollout/ep_len_mean,776.1500244140625,1780062492.5816247
43856,rollout/ep_len_mean,776.1500244140625,1780062507.4344106
44018,rollout/ep_len_mean,776.2899780273438,1780062521.1219537
44102,rollout/ep_len_mean,774.3800048828125,1780062529.0230868
44211,rollout/ep_len_mean,771.5999755859375,1780062538.597698
44331,rollout/ep_len_mean,770.489990234375,1780062549.4868457
44483,rollout/ep_len_mean,770.489990234375,1780062561.4256377
44680,rollout/ep_len_mean,772.3699951171875,1780062577.2206836
44827,rollout/ep_len_mean,776.2999877929688,1780062589.8575475
45017,rollout/ep_len_mean,777.1900024414062,1780062605.2303135
45101,rollout/ep_len_mean,778.0900268554688,1780062612.970644
45185,rollout/ep_len_mean,778.0900268554688,1780062620.0744996
45337,rollout/ep_len_mean,774.9099731445312,1780062632.9077244
45459,rollout/ep_len_mean,774.8200073242188,1780062643.0522103
45543,rollout/ep_len_mean,770.47998046875,1780062650.4839725
45666,rollout/ep_len_mean,772.0700073242188,1780062660.90951
45750,rollout/ep_len_mean,772.0700073242188,1780062668.0115278
45834,rollout/ep_len_mean,767.8900146484375,1780062675.4135842
45917,rollout/ep_len_mean,764.3200073242188,1780062683.3969386
46068,rollout/ep_len_mean,767.0700073242188,1780062696.1345232
46263,rollout/ep_len_mean,767.030029296875,1780062712.4038923
46370,rollout/ep_len_mean,767.030029296875,1780062721.1192608
46490,rollout/ep_len_mean,769.8599853515625,1780062731.0259805
46766,rollout/ep_len_mean,767.8400268554688,1780062752.8275928
46935,rollout/ep_len_mean,771.6699829101562,1780062766.6776304
47083,rollout/ep_len_mean,774.3800048828125,1780062779.3640053
47234,rollout/ep_len_mean,774.3800048828125,1780062791.2775736
47318,rollout/ep_len_mean,771.4400024414062,1780062799.086474
47399,rollout/ep_len_mean,768.75,1780062806.3766046
47519,rollout/ep_len_mean,768.530029296875,1780062816.6187432
47603,rollout/ep_len_mean,766.0599975585938,1780062824.6203616
47800,rollout/ep_len_mean,766.0599975585938,1780062839.7312841
47991,rollout/ep_len_mean,769.7100219726562,1780062854.8436303
48075,rollout/ep_len_mean,770.9600219726562,1780062862.270856
48179,rollout/ep_len_mean,767.4299926757812,1780062871.121445
48260,rollout/ep_len_mean,765.3900146484375,1780062878.5225916
48344,rollout/ep_len_mean,765.3900146484375,1780062885.6227512
48522,rollout/ep_len_mean,764.1799926757812,1780062899.9311419
48642,rollout/ep_len_mean,766.75,1780062910.3673828
48796,rollout/ep_len_mean,767.6099853515625,1780062923.676562
48906,rollout/ep_len_mean,767.239990234375,1780062934.1009812
48987,rollout/ep_len_mean,767.239990234375,1780062940.9483383
49109,rollout/ep_len_mean,763.6599731445312,1780062951.9595222
49193,rollout/ep_len_mean,761.9600219726562,1780062959.6637578
49277,rollout/ep_len_mean,756.52001953125,1780062967.428281
49426,rollout/ep_len_mean,757.4400024414062,1780062979.9946947
49595,rollout/ep_len_mean,757.4400024414062,1780062993.1995606
49679,rollout/ep_len_mean,757.3599853515625,1780063001.4422667
49828,rollout/ep_len_mean,751.219970703125,1780063013.7386951
49906,rollout/ep_len_mean,748.489990234375,1780063020.9996853
49987,rollout/ep_len_mean,745.739990234375,1780063028.487533
50070,rollout/ep_len_mean,745.739990234375,1780063035.5390346
50193,rollout/ep_len_mean,742.27001953125,1780063045.9628718
50300,rollout/ep_len_mean,740.9099731445312,1780063055.5387783
50381,rollout/ep_len_mean,742.030029296875,1780063063.5225189
50491,rollout/ep_len_mean,740.719970703125,1780063073.3509421
50620,rollout/ep_len_mean,740.719970703125,1780063083.6491256
50730,rollout/ep_len_mean,741.3599853515625,1780063093.7022865
50919,rollout/ep_len_mean,744.1199951171875,1780063108.9709778
51045,rollout/ep_len_mean,743.3699951171875,1780063119.8698602
51194,rollout/ep_len_mean,744.3200073242188,1780063132.2033286
51345,rollout/ep_len_mean,744.3200073242188,1780063144.1461778
51426,rollout/ep_len_mean,745.97998046875,1780063151.8969395
51575,rollout/ep_len_mean,748.6699829101562,1780063164.2917666
51698,rollout/ep_len_mean,750.2899780273438,1780063175.1183033
51808,rollout/ep_len_mean,747.6400146484375,1780063184.2900555
51889,rollout/ep_len_mean,747.6400146484375,1780063191.1919374
51973,rollout/ep_len_mean,744.7999877929688,1780063198.5414333
52122,rollout/ep_len_mean,745.75,1780063211.436279
52200,rollout/ep_len_mean,742.6799926757812,1780063218.4893599
52281,rollout/ep_len_mean,740.3800048828125,1780063226.2229087
52362,rollout/ep_len_mean,740.3800048828125,1780063233.1234398
52488,rollout/ep_len_mean,737.6099853515625,1780063243.7557182
52610,rollout/ep_len_mean,733.1300048828125,1780063254.3168857
52738,rollout/ep_len_mean,728.5599975585938,1780063264.8749616
52818,rollout/ep_len_mean,728.4600219726562,1780063272.2554588
52942,rollout/ep_len_mean,728.4600219726562,1780063282.1734128
53113,rollout/ep_len_mean,727.5,1780063296.4494798
53194,rollout/ep_len_mean,726.4600219726562,1780063304.0443313
53343,rollout/ep_len_mean,727.6099853515625,1780063316.9336023
53427,rollout/ep_len_mean,724.1099853515625,1780063324.6298902
53575,rollout/ep_len_mean,724.1099853515625,1780063336.330197
53656,rollout/ep_len_mean,724.780029296875,1780063344.5517402
53740,rollout/ep_len_mean,725.02001953125,1780063352.6997313
53892,rollout/ep_len_mean,726.1799926757812,1780063365.7906246
54018,rollout/ep_len_mean,723.5599975585938,1780063376.6997745
54096,rollout/ep_len_mean,723.5599975585938,1780063383.366869
54316,rollout/ep_len_mean,723.25,1780063401.1609828
54400,rollout/ep_len_mean,723.6699829101562,1780063409.01832
54556,rollout/ep_len_mean,722.1500244140625,1780063421.4377754
54640,rollout/ep_len_mean,717.3800048828125,1780063429.3012667
54761,rollout/ep_len_mean,717.3800048828125,1780063439.0181077
54981,rollout/ep_len_mean,717.27001953125,1780063456.8362076
55056,rollout/ep_len_mean,717.9199829101562,1780063464.0336435
55163,rollout/ep_len_mean,715.9600219726562,1780063473.696165
55288,rollout/ep_len_mean,712.0999755859375,1780063483.9801636
55441,rollout/ep_len_mean,712.0999755859375,1780063495.9854586
55758,rollout/ep_len_mean,717.8200073242188,1780063520.8132167
55836,rollout/ep_len_mean,719.1599731445312,1780063528.145129
55990,rollout/ep_len_mean,720.4199829101562,1780063541.1958172
56097,rollout/ep_len_mean,715.1599731445312,1780063550.3378963
56220,rollout/ep_len_mean,715.1599731445312,1780063560.2587597
56346,rollout/ep_len_mean,716.739990234375,1780063571.568612
56472,rollout/ep_len_mean,718.5499877929688,1780063582.9507396
56550,rollout/ep_len_mean,717.6400146484375,1780063590.4246273
56702,rollout/ep_len_mean,720.5599975585938,1780063603.0181453
56869,rollout/ep_len_mean,720.5599975585938,1780063616.0227559
56978,rollout/ep_len_mean,722.280029296875,1780063625.8151112
57085,rollout/ep_len_mean,722.3099975585938,1780063635.1674976
57211,rollout/ep_len_mean,722.3400268554688,1780063645.4718535
57375,rollout/ep_len_mean,719.8900146484375,1780063659.625326
57546,rollout/ep_len_mean,719.8900146484375,1780063672.9102077
57623,rollout/ep_len_mean,721.1599731445312,1780063679.820457
57730,rollout/ep_len_mean,720.2899780273438,1780063689.2474785
57854,rollout/ep_len_mean,720.72998046875,1780063699.5657065
58065,rollout/ep_len_mean,715.7999877929688,1780063716.4475753
58345,rollout/ep_len_mean,715.7999877929688,1780063737.51627
58467,rollout/ep_len_mean,723.75,1780063748.1589782
58618,rollout/ep_len_mean,727.1699829101562,1780063760.4580045
58699,rollout/ep_len_mean,724.3200073242188,1780063767.763586
